"name","artists","duration_ms","release_date","year","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence","mode","key","popularity","explicit","count"
"Twilight - Remastered 2008","['U2']","262453","10/20/80","1980","0.0041","0.377","0.776","0.267","0.109","-8.707","0.0355","141.168","0.419","0","3","31","0","2"
"Un ballo in maschera: Teco io sto - Non sai tu che se l'anima mia","['Giuseppe Verdi', 'Richard Tucker', 'Max Rudolf', 'Metropolitan Opera Orchestra']","506293","1949","1949","0.98","0.377","0.22","6.53e-05","0.121","-13.715","0.0534","71.69","0.186","1","0","0","0","2"
"Valse oubliée in F-Sharp Major, S. 215/1","['Franz Liszt', 'Vladimir Horowitz']","169733","1928","1928","0.991","0.443","0.0531","0.861","0.131","-25.11","0.0482","52.471","0.11","0","3","0","0","2"
"Valse oubliée No. 1 in F-Sharp Major, S. 215/1","['Franz Liszt', 'Vladimir Horowitz']","136627","1928","1928","0.956","0.444","0.197","0.435","0.0744","-17.226","0.04","80.495","0.305","1","11","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Finale - Alla fuga - Con brio","['Ludwig van Beethoven', 'Claudio Arrau']","282840","1941","1941","0.992","0.431","0.164","0.894","0.0813","-18.258","0.0431","127.939","0.198","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Introduzione col basso del tema - Allegretto vivace - Tema","['Ludwig van Beethoven', 'Claudio Arrau']","195653","1941","1941","0.99","0.44","0.0955","0.609","0.381","-22.877","0.0426","116.112","0.37","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation I","['Ludwig van Beethoven', 'Claudio Arrau']","32533","1941","1941","0.995","0.5","0.155","0.886","0.236","-25.737","0.0643","125.979","0.786","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation II","['Ludwig van Beethoven', 'Claudio Arrau']","45400","1941","1941","0.991","0.371","0.235","0.934","0.252","-18.387","0.0346","112.313","0.192","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation III","['Ludwig van Beethoven', 'Claudio Arrau']","41547","1941","1941","0.993","0.602","0.294","0.773","0.189","-15.147","0.0713","104.866","0.578","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation IV","['Ludwig van Beethoven', 'Claudio Arrau']","32107","1941","1941","0.995","0.561","0.177","0.928","0.144","-22.015","0.0428","139.219","0.665","0","0","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation IX","['Ludwig van Beethoven', 'Claudio Arrau']","39307","1941","1941","0.993","0.345","0.46","0.911","0.121","-17.743","0.0424","86.531","0.729","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation V","['Ludwig van Beethoven', 'Claudio Arrau']","62027","1941","1941","0.995","0.506","0.0189","0.851","0.0947","-33.705","0.0597","67.662","0.508","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation VI","['Ludwig van Beethoven', 'Claudio Arrau']","33307","1941","1941","0.993","0.51","0.22","0.903","0.2","-20.081","0.0489","130.344","0.341","0","0","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation VII","['Ludwig van Beethoven', 'Claudio Arrau']","36240","1941","1941","0.982","0.725","0.287","0.922","0.152","-17.704","0.183","119.767","0.559","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation VIII","['Ludwig van Beethoven', 'Claudio Arrau']","68067","1941","1941","0.992","0.307","0.00757","0.76","0.135","-28.996","0.043","137.694","0.207","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation X","['Ludwig van Beethoven', 'Claudio Arrau']","37960","1941","1941","0.992","0.516","0.166","0.943","0.113","-26.76","0.0582","125.045","0.33","1","6","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation XI","['Ludwig van Beethoven', 'Claudio Arrau']","47213","1941","1941","0.995","0.79","0.0224","0.939","0.159","-27.016","0.199","92.912","0.534","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation XII","['Ludwig van Beethoven', 'Claudio Arrau']","42280","1941","1941","0.995","0.624","0.205","0.853","0.128","-22.216","0.0588","113.678","0.306","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation XIII","['Ludwig van Beethoven', 'Claudio Arrau']","41693","1941","1941","0.995","0.423","0.413","0.829","0.172","-15.933","0.0647","72.544","0.413","1","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation XIV","['Ludwig van Beethoven', 'Claudio Arrau']","87587","1941","1941","0.994","0.66","0.00984","0.948","0.131","-32.955","0.121","103.738","0.465","0","3","0","0","2"
"Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Variation XV","['Ludwig van Beethoven', 'Claudio Arrau']","291040","1941","1941","0.989","0.379","0.0453","0.933","0.196","-26.237","0.0524","79.086","0.136","1","3","0","0","2"
"Variations on a Theme from ""Carmen""","['Vladimir Horowitz']","213533","1928","1928","0.992","0.388","0.253","0.881","0.142","-19.618","0.0318","143.622","0.441","1","4","0","0","2"
"Verdi : Ernani : Part 1: Il bandito ""Da quel dì che t'ho veduta"" [Carlo, Elvira]","['Giuseppe Verdi', 'Fernando Previtali', 'Caterina Mancini', 'Giuseppe Taddei', 'Orchestra Sinfonica di Roma della RAI']","259933","1951","1951","0.987","0.31","0.255","0.00189","0.144","-14.588","0.0446","77.995","0.178","1","10","0","0","2"
"Verdi : Ernani : Part 1: Il bandito ""Evviva... beviamo"" [Chorus]","['Giuseppe Verdi', 'Fernando Previtali', 'Coro di Roma della RAI', 'Gaetano Riccitelli', 'Orchestra Sinfonica di Roma della RAI']","123960","1951","1951","0.988","0.555","0.307","0.756","0.384","-15.598","0.0633","121.544","0.351","1","5","0","0","2"
"Verdi : Ernani : Part 1: Il bandito ""Mio signor, dolente io sono..."" [Silva, Carlo, Elvira, Ernani, Riccardo, Giovanna, Chorus, Jago]","['Giuseppe Verdi', 'Fernando Previtali', 'Caterina Mancini', 'Coro di Roma della RAI', 'Ezio Achilli', 'Gaetano Riccitelli', 'Giacomo Vaghi', 'Gino Penno', 'Giuseppe Taddei', 'Licia Rossini', 'Orchestra Sinfonica di Roma della RAI', 'Vittorio Pandano']","165360","1951","1951","0.983","0.416","0.315","0.00905","0.196","-10.782","0.0737","141.214","0.366","1","9","0","0","2"
"Verdi : Ernani : Part 1: Il bandito ""Vedi come il buon vegliardo"" [Carlo, Riccardo, Silva, Ernani, Elvira Jago]","['Giuseppe Verdi', 'Fernando Previtali', 'Caterina Mancini', 'Ezio Achilli', 'Giacomo Vaghi', 'Gino Penno', 'Giuseppe Taddei', 'Orchestra Sinfonica di Roma della RAI', 'Vittorio Pandano']","227400","1951","1951","0.988","0.207","0.324","0.12","0.226","-14.239","0.054","87.82","0.127","1","3","0","0","2"
"Verdi : Ernani : Part 2: L'ospite ""Lo vedremo, veglio audace"" [Carlo, Silva, Chorus, Elvira]","['Giuseppe Verdi', 'Fernando Previtali', 'Caterina Mancini', 'Coro di Roma della RAI', 'Gaetano Riccitelli', 'Giacomo Vaghi', 'Giuseppe Taddei', 'Orchestra Sinfonica di Roma della RAI']","331826","1951","1951","0.993","0.343","0.202","0.0401","0.38","-13.863","0.055","87.759","0.259","1","9","0","0","2"
"Verdi : Ernani : Part 2: L'ospite ""Tu perfida..."" [Ernani, Elvira, Silva, Jago]","['Giuseppe Verdi', 'Fernando Previtali', 'Caterina Mancini', 'Ezio Achilli', 'Giacomo Vaghi', 'Gino Penno', 'Orchestra Sinfonica di Roma della RAI']","397240","1951","1951","0.992","0.287","0.198","0.0202","0.153","-14.408","0.102","78.176","0.145","1","7","0","0","2"
"Verdi : Ernani : Part 3: La clemenza ""Io son conte, duca sono"" [Ernani, Carlo, Elvira]","['Giuseppe Verdi', 'Fernando Previtali', 'Caterina Mancini', 'Gino Penno', 'Giuseppe Taddei', 'Orchestra Sinfonica di Roma della RAI']","96306","1951","1951","0.99","0.486","0.189","4.82e-06","0.0949","-14.433","0.115","135.01","0.3","0","0","0","0","2"
"Verdi : Ernani : Part 4: La maschera ""Elvira!... Elvira!..."" [Ernani, Elvira, Silva]","['Giuseppe Verdi', 'Fernando Previtali', 'Caterina Mancini', 'Giacomo Vaghi', 'Gino Penno', 'Orchestra Sinfonica di Roma della RAI']","101160","1951","1951","0.987","0.327","0.178","0.0269","0.331","-14.58","0.0515","89.86","0.081","1","7","0","0","2"
"Verdi : Luisa Miller : Act 1 ""Che mai narrasti!"" [Walter, Wurm]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","87200","1951","1951","0.967","0.368","0.0757","0","0.196","-24.624","0.0852","103.588","0.242","1","8","0","0","2"
"Verdi : Luisa Miller : Act 1 ""Ecco mia figlia"" [Miller, Luisa, Chorus, Laura]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","106293","1951","1951","0.937","0.514","0.158","0","0.629","-20.796","0.454","102.615","0.245","1","4","0","0","2"
"Verdi : Luisa Miller : Act 1 ""I cenni miei si compiano"" [Walter, Rodolfo, Laura, Chorus, Luisa, Miller]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","129267","1951","1951","0.978","0.439","0.214","0.000417","0.0842","-16.177","0.0677","134.215","0.23","1","5","0","0","2"
"Verdi : Luisa Miller : Act 1 ""Tu, tu signor, fra queste soglie!"" [Rodolfo, Walter, Miller, Luisa, Laura, Chorus]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","130040","1951","1951","0.977","0.383","0.184","0.000199","0.378","-18.971","0.136","170.933","0.308","0","6","0","0","2"
"Verdi : Luisa Miller : Act 1 Introduzione [Orchestra]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","68507","1951","1951","0.882","0.56","0.0734","0.00833","0.137","-25.874","0.182","133.706","0.152","1","2","0","0","2"
"Verdi : Luisa Miller : Act 2 ""A brani, a brani, o perfido"" [Luisa, Wurm]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","93293","1951","1951","0.981","0.418","0.223","0.000218","0.132","-16.482","0.297","105.115","0.228","1","4","0","0","2"
"Verdi : Luisa Miller : Act 2 ""L'alto retaggio non ho bramato"" [Walter, Wurm]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","260387","1951","1951","0.987","0.415","0.325","0.00458","0.0934","-15.232","0.101","133.709","0.381","0","3","0","0","2"
"Verdi : Luisa Miller : Act 2 ""Qui nulla s'attenta imporre al tuo core"" [Wurm, Luisa]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","117133","1951","1951","0.958","0.424","0.14","8.52e-05","0.368","-21.756","0.337","85.734","0.151","0","10","0","0","2"
"Verdi : Luisa Miller : Act 2 ""Tu puniscimi, o Signore"" [Luisa]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","146107","1951","1951","0.989","0.339","0.106","0.000199","0.178","-19.763","0.0979","184.474","0.143","0","10","0","0","2"
"Verdi : Luisa Miller : Act 3 ""Andrem, raminghi e poveri"" [Miller, Luisa]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","211960","1951","1951","0.978","0.382","0.139","0","0.123","-17.255","0.0785","94.749","0.11","1","9","0","0","2"
"Verdi : Luisa Miller : Act 3 ""Come in un giorno solo"" [Laura, Chorus]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","96067","1951","1951","0.978","0.297","0.0627","0.0653","0.191","-23.027","0.0394","136.786","0.0625","0","1","0","0","2"
"Verdi : Luisa Miller : Act 3 ""La tomba è un letto sparso di fiori"" [Luisa, Miller]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","304133","1951","1951","0.977","0.398","0.119","9.06e-06","0.356","-19.864","0.0967","97.116","0.102","1","1","0","0","2"
"Verdi : Luisa Miller : Act 3 ""Piangi, piangi, il tuo dolore"" [Luisa, Rodolfo]","['Giuseppe Verdi', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']","170427","1951","1951","0.96","0.272","0.186","1.58e-05","0.705","-16.193","0.0685","80.49","0.107","1","8","0","0","2"
"Verdi : Simon Boccanegra : Act 1 ""Propizio ei giunge!"" [Gabriele, Fiesco]","['Giuseppe Verdi', 'Francesco Molinari-Pradelli', 'Carlo Bergonzi', 'Mario Petri', 'Orchestra Sinfonica di Roma della RAI']","262333","1952","1952","0.988","0.257","0.268","0.00138","0.0977","-12.361","0.0544","66.752","0.221","1","0","0","0","2"
"Verdi : Simon Boccanegra : Act 2 ""Figlia?... Sì afflitto, padre mio?"" [Doge, Amelia]","['Giuseppe Verdi', 'Francesco Molinari-Pradelli', 'Antonietta Stella', 'Orchestra Sinfonica di Roma della RAI', 'Paolo Silveri']","299973","1952","1952","0.979","0.387","0.165","0.000206","0.11","-13.9","0.0651","98.12","0.106","1","2","0","0","2"
"Verdi : Simon Boccanegra : Act 2 ""Quei due vedesti? "" [Paolo, Pietro, Fiesco]","['Giuseppe Verdi', 'Francesco Molinari-Pradelli', 'Giorgio Giorgetti', 'Mario Petri', 'Orchestra Sinfonica di Roma della RAI', 'Walter Monachesi']","247133","1952","1952","0.975","0.371","0.386","0.0145","0.186","-10.266","0.133","90.183","0.175","1","2","0","0","2"
"Video Games - Remastered","['Lana Del Rey']","281947","1/30/12","2012","0.806","0.39","0.255","1.14e-06","0.0887","-9.676","0.0299","122.056","0.179","0","6","50","0","2"
"Violin Concerto in D Major, Op. 61: II. Larghetto","['Ludwig van Beethoven', 'Joseph Szigeti', 'Bruno Walter', 'New York Philharmonic']","587467","1945","1945","0.958","0.199","0.0682","0.346","0.093","-24.228","0.0459","88.172","0.0891","1","7","0","0","2"
"Violin Concerto in D Major, Op. 61: III. Rondo. Allegro","['Ludwig van Beethoven', 'Joseph Szigeti', 'Bruno Walter', 'New York Philharmonic']","578760","1945","1945","0.964","0.407","0.0964","0.713","0.346","-16.619","0.0582","86.49","0.367","1","2","0","0","2"
"Violin Concerto in E Minor, Op. 64, MWV O 14: II. Andante","['Felix Mendelssohn', 'Bruno Walter', 'New York Philharmonic']","473133","1945","1945","0.93","0.18","0.177","0.192","0.0948","-19.148","0.0423","104.108","0.0512","1","0","0","0","2"
"Violin Concerto No. 1 in G Minor, Op. 26: I. Vorspiel - Allegro moderato","['Max Bruch', 'Pierre Monteux', 'Yehudi Menuhin']","465307","1945","1945","0.96","0.299","0.299","0.17","0.106","-11.597","0.039","133.413","0.205","0","0","0","0","3"
"Violin Concerto No. 1 in G Minor, Op. 26: II. Adagio","['Max Bruch', 'Pierre Monteux', 'Yehudi Menuhin']","479067","1945","1945","0.974","0.224","0.292","0.539","0.244","-13.97","0.0417","92.439","0.116","1","3","0","0","2"
"Violin Concerto No. 1 in G Minor, Op. 26: III. Finale - Allegro energico - Presto","['Max Bruch', 'Pierre Monteux', 'Yehudi Menuhin']","400573","1945","1945","0.976","0.394","0.35","0.434","0.243","-10.405","0.0397","99.678","0.6","1","2","0","0","3"
"Violin Sonata No. 3 in D Minor, Op. 108: I. Allegro","['Johannes Brahms', 'William Kapell', 'Jascha Heifetz']","427373","1945","1945","0.95","0.224","0.249","0.41","0.169","-12.896","0.0449","78.349","0.166","1","5","0","0","2"
"Violin Sonata No. 3 in D Minor, Op. 108: II. Adagio","['Johannes Brahms', 'William Kapell', 'Jascha Heifetz']","262627","1945","1945","0.938","0.16","0.239","0.395","0.132","-16.863","0.041","98.491","0.0438","1","2","0","0","2"
"Violin Sonata No. 3 in D Minor, Op. 108: III. Un poco presto e con sentimento","['Johannes Brahms', 'William Kapell', 'Jascha Heifetz']","159227","1945","1945","0.98","0.351","0.106","0.281","0.237","-17.27","0.0418","76.959","0.291","0","6","0","0","2"
"Wagon Wheels","['Peter De Rose', 'Paul Robeson Jr.', 'Lawrence Brown', 'Columbia Concert Orchestra']","161733","1942","1942","0.904","0.177","0.178","0.0263","0.165","-14.834","0.0328","88.233","0.298","1","7","0","0","2"
"Wake Me Up - Radio Edit","['Avicii']","245493","6/12/20","2020","0.00557","0.46","0.85","0.00533","0.217","-3.176","0.0616","124.014","0.557","1","2","1","0","2"
"Walter's Walk - 2012 Remaster","['Led Zeppelin']","271800","11/19/82","1982","0.00125","0.311","0.96","0.00114","0.103","-7.255","0.124","175.183","0.421","1","2","31","0","2"
"Waltz in A-Flat Major, Op. 69, No. 1","['Frédéric Chopin', 'Vladimir Horowitz']","224560","1928","1928","0.995","0.359","0.0136","0.932","0.0918","-29.607","0.0393","142.221","0.118","1","8","0","0","2"
"Waltz in D-Flat Major, Op. 70 No. 3","['Frédéric Chopin', 'Maryla Jonas']","120547","1946","1946","0.995","0.347","0.158","0.916","0.123","-20.934","0.0518","103.409","0.344","1","1","0","0","2"
"Waltz in E-Flat, Op. 18","['Frédéric Chopin', 'William Kapell']","287760","1945","1945","0.991","0.318","0.127","0.886","0.0915","-20.837","0.0404","70.074","0.412","1","8","0","0","2"
"Waltz in G-Flat Major, Op. 70 No. 1","['Frédéric Chopin', 'Maryla Jonas']","157053","1946","1946","0.993","0.479","0.0936","0.754","0.0834","-22.749","0.0479","107.319","0.26","1","6","0","0","2"
"Water Boy","['Avery Robinson', 'Odetta Gordon', 'Paul Robeson Jr.', 'Lawrence Brown']","151827","1942","1942","0.995","0.26","0.0349","0.465","0.105","-21.366","0.0379","69.314","0.0968","1","11","0","0","2"
"Wedding March and Variations, S. 410 (after Felix Mendelssohn)","['Franz Liszt', 'Vladimir Horowitz']","361533","1928","1928","0.988","0.343","0.224","0.866","0.46","-19.473","0.0373","78.59","0.352","1","0","0","0","2"
"Within Four Walls","['Modest Mussorgsky', 'Paul Robeson Jr.', 'Lawrence Brown']","209560","1942","1942","0.976","0.298","0.0974","5.8e-05","0.102","-17.065","0.046","79.987","0.116","0","8","0","0","2"
"Work / Final Rent Notice","['Charlie Chaplin']","538086","1931","1931","0.69","0.41","0.202","0.751","0.157","-11.023","0.0543","99.483","0.239","1","6","0","0","2"
"You Don't Know Me - Radio Edit","['Jax Jones', 'RAYE']","255307","6/12/20","2020","0.0701","0.881","0.697","9.57e-06","0.274","-8.374","0.132","124.037","0.726","0","11","1","1","2"
